canonical_id,method,path,family,story_status,test_ref_count,consumer_ref_count,test_refs,consumer_refs,next_action
BACKEND-API-085,POST,/api/tickets/uploads,Support ticket lifecycle,Retest passed,2,2,tests\test_api_auth_and_tickets.py; webapp\e2e\cabinet-flow.spec.ts,scripts\app_bot_parity_smoke.py; webapp\src\lib\api.ts,Keep covered in regression suite; add narrower route test when behavior changes.
BACKEND-API-086,POST,/api/tickets,Support ticket lifecycle,Retest passed,7,4,C:\Users\kiwun\Documents\ai\POKROV-app\packages\app_shell\test\app_first_runtime_bootstrap_test.dart; C:\Users\kiwun\Documents\ai\POKROV-app\packages\app_shell\test\assistant_contract_test.dart; portal_bot\tests\test_app_first_api.py; tests\test_api_auth_and_tickets.py; tests\test_api_lifecycle_smoke.py; tests\test_client_ui_api_additions.py; webapp\e2e\cabinet-flow.spec.ts,C:\Users\kiwun\Documents\ai\POKROV-app\packages\app_shell\lib\app_first_runtime_bootstrap.dart; C:\Users\kiwun\Documents\ai\POKROV-app\packages\app_shell\lib\src\assistant\pokrov_ai_assistant.dart; scripts\app_bot_parity_smoke.py; webapp\src\lib\api.ts,Keep covered in regression suite; add narrower route test when behavior changes.
BACKEND-API-087,GET,/api/tickets/{ticket_id},Support ticket lifecycle,Retest passed,7,4,C:\Users\kiwun\Documents\ai\POKROV-app\packages\app_shell\test\app_first_runtime_bootstrap_test.dart; C:\Users\kiwun\Documents\ai\POKROV-app\packages\app_shell\test\assistant_contract_test.dart; portal_bot\tests\test_app_first_api.py; tests\test_api_auth_and_tickets.py; tests\test_api_lifecycle_smoke.py; tests\test_client_ui_api_additions.py; webapp\e2e\cabinet-flow.spec.ts,C:\Users\kiwun\Documents\ai\POKROV-app\packages\app_shell\lib\app_first_runtime_bootstrap.dart; C:\Users\kiwun\Documents\ai\POKROV-app\packages\app_shell\lib\src\assistant\pokrov_ai_assistant.dart; scripts\app_bot_parity_smoke.py; webapp\src\lib\api.ts,Keep covered in regression suite; add narrower route test when behavior changes.
BACKEND-API-088,POST,/api/tickets/{ticket_id}/messages,Support ticket lifecycle,Retest passed,7,4,C:\Users\kiwun\Documents\ai\POKROV-app\packages\app_shell\test\app_first_runtime_bootstrap_test.dart; C:\Users\kiwun\Documents\ai\POKROV-app\packages\app_shell\test\assistant_contract_test.dart; portal_bot\tests\test_app_first_api.py; tests\test_api_auth_and_tickets.py; tests\test_api_lifecycle_smoke.py; tests\test_client_ui_api_additions.py; webapp\e2e\cabinet-flow.spec.ts,C:\Users\kiwun\Documents\ai\POKROV-app\packages\app_shell\lib\app_first_runtime_bootstrap.dart; C:\Users\kiwun\Documents\ai\POKROV-app\packages\app_shell\lib\src\assistant\pokrov_ai_assistant.dart; scripts\app_bot_parity_smoke.py; webapp\src\lib\api.ts,Keep covered in regression suite; add narrower route test when behavior changes.
BACKEND-API-089,GET,/api/admin/summary,Admin operations and release controls,Retest passed,4,1,portal_bot\tests\test_email_auth.py; tests\test_api_auth_and_tickets.py; tests\test_observer_api.py; webapp\e2e\admin-gate.spec.ts,webapp\src\lib\api.ts,Keep covered in regression suite; add narrower route test when behavior changes.
BACKEND-API-090,GET,/api/admin/payments/orders,Admin payment ledger and reconciliation,Retest passed,2,1,tests\test_admin_payments_api.py; webapp\e2e\admin-gate.spec.ts,webapp\src\lib\api.ts,Keep covered in regression suite; add narrower route test when behavior changes.
BACKEND-API-091,POST,/api/admin/payments/orders/{provider}/{order_id}/reconcile,Admin payment ledger and reconciliation,Retest passed,2,1,tests\test_admin_payments_api.py; webapp\e2e\admin-gate.spec.ts,webapp\src\lib\api.ts,Keep covered in regression suite; add narrower route test when behavior changes.
BACKEND-API-092,GET,/api/admin/users,Admin user operations,Retest passed,3,1,tests\test_api_auth_and_tickets.py; tests\test_observer_api.py; webapp\e2e\admin-gate.spec.ts,webapp\src\lib\api.ts,Keep covered in regression suite; add narrower route test when behavior changes.
BACKEND-API-093,GET,/api/admin/users/{tg_id},Admin user operations,Retest passed,3,1,tests\test_api_auth_and_tickets.py; tests\test_observer_api.py; webapp\e2e\admin-gate.spec.ts,webapp\src\lib\api.ts,Keep covered in regression suite; add narrower route test when behavior changes.
BACKEND-API-094,POST,/api/admin/users/manual,Admin user operations,Retest passed,1,1,tests\test_api_auth_and_tickets.py,webapp\src\lib\api.ts,Keep covered in regression suite; add narrower route test when behavior changes.
BACKEND-API-095,POST,/api/admin/users/{tg_id}/manual-extend,Admin user operations,Retest passed,3,1,tests\test_api_auth_and_tickets.py; tests\test_observer_api.py; webapp\e2e\admin-gate.spec.ts,webapp\src\lib\api.ts,Keep covered in regression suite; add narrower route test when behavior changes.
BACKEND-API-096,POST,/api/admin/users/{tg_id}/manual/extend,Admin user operations,Retest passed,3,1,tests\test_api_auth_and_tickets.py; tests\test_observer_api.py; webapp\e2e\admin-gate.spec.ts,webapp\src\lib\api.ts,Keep covered in regression suite; add narrower route test when behavior changes.
BACKEND-API-097,POST,/api/admin/users/{tg_id}/manual/block,Admin user operations,Retest passed,3,1,tests\test_api_auth_and_tickets.py; tests\test_observer_api.py; webapp\e2e\admin-gate.spec.ts,webapp\src\lib\api.ts,Keep covered in regression suite; add narrower route test when behavior changes.
BACKEND-API-098,POST,/api/admin/users/{tg_id}/manual/regenerate-token,Admin user operations,Retest passed,3,1,tests\test_api_auth_and_tickets.py; tests\test_observer_api.py; webapp\e2e\admin-gate.spec.ts,webapp\src\lib\api.ts,Keep covered in regression suite; add narrower route test when behavior changes.
BACKEND-API-099,POST,/api/admin/users/{tg_id}/safe-delete,Admin user operations,Retest passed,3,1,tests\test_api_auth_and_tickets.py; tests\test_observer_api.py; webapp\e2e\admin-gate.spec.ts,webapp\src\lib\api.ts,Keep covered in regression suite; add narrower route test when behavior changes.
BACKEND-API-100,POST,/api/admin/users/{tg_id}/delete-test-user,Admin user operations,Retest passed,3,1,tests\test_api_auth_and_tickets.py; tests\test_observer_api.py; webapp\e2e\admin-gate.spec.ts,webapp\src\lib\api.ts,Keep covered in regression suite; add narrower route test when behavior changes.
BACKEND-API-101,POST,/api/admin/users/{tg_id}/keys/{node_code}/toggle,Admin user operations,Retest passed,3,1,tests\test_api_auth_and_tickets.py; tests\test_observer_api.py; webapp\e2e\admin-gate.spec.ts,webapp\src\lib\api.ts,Keep covered in regression suite; add narrower route test when behavior changes.
BACKEND-API-102,POST,/api/admin/users/{tg_id}/keys/{node_code}/reset-traffic,Admin user operations,Retest passed,3,1,tests\test_api_auth_and_tickets.py; tests\test_observer_api.py; webapp\e2e\admin-gate.spec.ts,webapp\src\lib\api.ts,Keep covered in regression suite; add narrower route test when behavior changes.
BACKEND-API-103,POST,/api/admin/users/{tg_id}/keys/{node_code}/resync-subid,Admin user operations,Retest passed,3,1,tests\test_api_auth_and_tickets.py; tests\test_observer_api.py; webapp\e2e\admin-gate.spec.ts,webapp\src\lib\api.ts,Keep covered in regression suite; add narrower route test when behavior changes.
BACKEND-API-104,GET,/api/admin/users/{tg_id}/key-history,Admin user operations,Retest passed,3,1,tests\test_api_auth_and_tickets.py; tests\test_observer_api.py; webapp\e2e\admin-gate.spec.ts,webapp\src\lib\api.ts,Keep covered in regression suite; add narrower route test when behavior changes.
BACKEND-API-105,GET,/api/admin/users/{tg_id}/key-limits,Admin user operations,Retest passed,3,1,tests\test_api_auth_and_tickets.py; tests\test_observer_api.py; webapp\e2e\admin-gate.spec.ts,webapp\src\lib\api.ts,Keep covered in regression suite; add narrower route test when behavior changes.
BACKEND-API-106,PUT,/api/admin/users/{tg_id}/key-limits/{node_code},Admin user operations,Retest passed,3,1,tests\test_api_auth_and_tickets.py; tests\test_observer_api.py; webapp\e2e\admin-gate.spec.ts,webapp\src\lib\api.ts,Keep covered in regression suite; add narrower route test when behavior changes.
BACKEND-API-107,GET,/api/admin/users/{tg_id}/risk,Admin user operations,Retest passed,3,1,tests\test_api_auth_and_tickets.py; tests\test_observer_api.py; webapp\e2e\admin-gate.spec.ts,webapp\src\lib\api.ts,Keep covered in regression suite; add narrower route test when behavior changes.
BACKEND-API-108,GET,/api/admin/users/{tg_id}/loyalty,Admin user operations,Retest passed,3,1,tests\test_api_auth_and_tickets.py; tests\test_observer_api.py; webapp\e2e\admin-gate.spec.ts,webapp\src\lib\api.ts,Keep covered in regression suite; add narrower route test when behavior changes.
BACKEND-API-109,POST,/api/admin/users/{tg_id}/loyalty/grant,Admin user operations,Retest passed,3,1,tests\test_api_auth_and_tickets.py; tests\test_observer_api.py; webapp\e2e\admin-gate.spec.ts,webapp\src\lib\api.ts,Keep covered in regression suite; add narrower route test when behavior changes.
BACKEND-API-110,POST,/api/admin/users/{tg_id}/presets/run,Admin user operations,Retest passed,3,1,tests\test_api_auth_and_tickets.py; tests\test_observer_api.py; webapp\e2e\admin-gate.spec.ts,webapp\src\lib\api.ts,Keep covered in regression suite; add narrower route test when behavior changes.
BACKEND-API-111,POST,/api/admin/users/keys/bulk-action,Admin user operations,Retest passed,1,1,tests\test_api_auth_and_tickets.py,webapp\src\lib\api.ts,Keep covered in regression suite; add narrower route test when behavior changes.
BACKEND-API-112,GET,/api/admin/audit,Admin operations and release controls,Retest passed,1,1,webapp\e2e\admin-gate.spec.ts,webapp\src\lib\api.ts,Keep covered in regression suite; add narrower route test when behavior changes.
BACKEND-API-113,POST,/api/admin/users/{tg_id}/message,Admin user operations,Retest passed,3,1,tests\test_api_auth_and_tickets.py; tests\test_observer_api.py; webapp\e2e\admin-gate.spec.ts,webapp\src\lib\api.ts,Keep covered in regression suite; add narrower route test when behavior changes.
BACKEND-API-114,POST,/api/admin/broadcast,Admin operations and release controls,Retest passed,1,1,tests\test_backend_route_gap_coverage.py,webapp\src\lib\api.ts,Keep covered in regression suite; add narrower route test when behavior changes.
BACKEND-API-115,GET,/api/admin/promos,"Admin catalog, promos, and dynamic content",Retest passed,3,1,tests\test_api_auth_and_tickets.py; tests\test_api_lifecycle_smoke.py; webapp\e2e\admin-gate.spec.ts,webapp\src\lib\api.ts,Keep covered in regression suite; add narrower route test when behavior changes.
BACKEND-API-116,POST,/api/admin/promos,"Admin catalog, promos, and dynamic content",Retest passed,3,1,tests\test_api_auth_and_tickets.py; tests\test_api_lifecycle_smoke.py; webapp\e2e\admin-gate.spec.ts,webapp\src\lib\api.ts,Keep covered in regression suite; add narrower route test when behavior changes.
BACKEND-API-117,PATCH,/api/admin/promos/{code},"Admin catalog, promos, and dynamic content",Retest passed,3,1,tests\test_api_auth_and_tickets.py; tests\test_api_lifecycle_smoke.py; webapp\e2e\admin-gate.spec.ts,webapp\src\lib\api.ts,Keep covered in regression suite; add narrower route test when behavior changes.
BACKEND-API-118,DELETE,/api/admin/promos/{code},"Admin catalog, promos, and dynamic content",Retest passed,3,1,tests\test_api_auth_and_tickets.py; tests\test_api_lifecycle_smoke.py; webapp\e2e\admin-gate.spec.ts,webapp\src\lib\api.ts,Keep covered in regression suite; add narrower route test when behavior changes.
BACKEND-API-119,GET,/api/admin/plans,"Admin catalog, promos, and dynamic content",Retest passed,2,1,tests\test_api_payments_callbacks.py; webapp\e2e\admin-gate.spec.ts,webapp\src\lib\api.ts,Keep covered in regression suite; add narrower route test when behavior changes.
BACKEND-API-120,POST,/api/admin/plans,"Admin catalog, promos, and dynamic content",Retest passed,2,1,tests\test_api_payments_callbacks.py; webapp\e2e\admin-gate.spec.ts,webapp\src\lib\api.ts,Keep covered in regression suite; add narrower route test when behavior changes.
BACKEND-API-121,PATCH,/api/admin/plans/{code},"Admin catalog, promos, and dynamic content",Retest passed,2,1,tests\test_api_payments_callbacks.py; webapp\e2e\admin-gate.spec.ts,webapp\src\lib\api.ts,Keep covered in regression suite; add narrower route test when behavior changes.
BACKEND-API-122,DELETE,/api/admin/plans/{code},"Admin catalog, promos, and dynamic content",Retest passed,2,1,tests\test_api_payments_callbacks.py; webapp\e2e\admin-gate.spec.ts,webapp\src\lib\api.ts,Keep covered in regression suite; add narrower route test when behavior changes.
BACKEND-API-123,GET,/api/admin/live-updates,"Admin catalog, promos, and dynamic content",Retest passed,2,1,tests\test_api_payments_callbacks.py; webapp\e2e\admin-gate.spec.ts,webapp\src\lib\api.ts,Keep covered in regression suite; add narrower route test when behavior changes.
BACKEND-API-124,POST,/api/admin/live-updates,"Admin catalog, promos, and dynamic content",Retest passed,2,1,tests\test_api_payments_callbacks.py; webapp\e2e\admin-gate.spec.ts,webapp\src\lib\api.ts,Keep covered in regression suite; add narrower route test when behavior changes.
BACKEND-API-125,PATCH,/api/admin/live-updates/{update_id},"Admin catalog, promos, and dynamic content",Retest passed,2,1,tests\test_api_payments_callbacks.py; webapp\e2e\admin-gate.spec.ts,webapp\src\lib\api.ts,Keep covered in regression suite; add narrower route test when behavior changes.
BACKEND-API-126,DELETE,/api/admin/live-updates/{update_id},"Admin catalog, promos, and dynamic content",Retest passed,2,1,tests\test_api_payments_callbacks.py; webapp\e2e\admin-gate.spec.ts,webapp\src\lib\api.ts,Keep covered in regression suite; add narrower route test when behavior changes.
BACKEND-API-127,GET,/api/admin/start-links,"Admin catalog, promos, and dynamic content",Retest passed,2,1,tests\test_api_auth_and_tickets.py; webapp\e2e\admin-gate.spec.ts,webapp\src\lib\api.ts,Keep covered in regression suite; add narrower route test when behavior changes.
BACKEND-API-128,POST,/api/admin/start-links,"Admin catalog, promos, and dynamic content",Retest passed,2,1,tests\test_api_auth_and_tickets.py; webapp\e2e\admin-gate.spec.ts,webapp\src\lib\api.ts,Keep covered in regression suite; add narrower route test when behavior changes.
BACKEND-API-129,PATCH,/api/admin/start-links/{link_id},"Admin catalog, promos, and dynamic content",Retest passed,2,1,tests\test_api_auth_and_tickets.py; webapp\e2e\admin-gate.spec.ts,webapp\src\lib\api.ts,Keep covered in regression suite; add narrower route test when behavior changes.
BACKEND-API-130,DELETE,/api/admin/start-links/{link_id},"Admin catalog, promos, and dynamic content",Retest passed,2,1,tests\test_api_auth_and_tickets.py; webapp\e2e\admin-gate.spec.ts,webapp\src\lib\api.ts,Keep covered in regression suite; add narrower route test when behavior changes.
BACKEND-API-131,GET,/api/admin/wheel-config,"Admin catalog, promos, and dynamic content",Retest passed,2,1,tests\test_api_auth_and_tickets.py; webapp\e2e\admin-gate.spec.ts,webapp\src\lib\api.ts,Keep covered in regression suite; add narrower route test when behavior changes.
BACKEND-API-132,PUT,/api/admin/wheel-config,"Admin catalog, promos, and dynamic content",Retest passed,2,1,tests\test_api_auth_and_tickets.py; webapp\e2e\admin-gate.spec.ts,webapp\src\lib\api.ts,Keep covered in regression suite; add narrower route test when behavior changes.
BACKEND-API-133,GET,/api/admin/network-rollout-config,Admin rollout controls,Retest passed,2,1,tests\test_network_rollout_api.py; webapp\e2e\admin-gate.spec.ts,webapp\src\lib\api.ts,Keep covered in regression suite; add narrower route test when behavior changes.
BACKEND-API-134,PUT,/api/admin/network-rollout-config,Admin rollout controls,Retest passed,2,1,tests\test_network_rollout_api.py; webapp\e2e\admin-gate.spec.ts,webapp\src\lib\api.ts,Keep covered in regression suite; add narrower route test when behavior changes.
BACKEND-API-135,PUT,/api/admin/client/warp/material,Admin operations and release controls,Retest passed,1,0,tests\test_network_rollout_api.py,,Keep covered in regression suite; add narrower route test when behavior changes.
BACKEND-API-136,GET,/api/admin/client/warp/summary,Admin operations and release controls,Retest passed,1,1,tests\test_network_rollout_api.py,webapp\src\lib\api.ts,Keep covered in regression suite; add narrower route test when behavior changes.
BACKEND-API-137,GET,/api/admin/promo-slots,"Admin catalog, promos, and dynamic content",Retest passed,1,1,webapp\e2e\admin-gate.spec.ts,webapp\src\lib\api.ts,Keep covered in regression suite; add narrower route test when behavior changes.
BACKEND-API-138,PUT,/api/admin/promo-slots,"Admin catalog, promos, and dynamic content",Retest passed,1,1,webapp\e2e\admin-gate.spec.ts,webapp\src\lib\api.ts,Keep covered in regression suite; add narrower route test when behavior changes.
BACKEND-API-139,POST,/api/admin/campaign-links/build,"Admin catalog, promos, and dynamic content",Retest passed,2,1,tests\test_api_auth_and_tickets.py; webapp\e2e\admin-gate.spec.ts,webapp\src\lib\api.ts,Keep covered in regression suite; add narrower route test when behavior changes.
BACKEND-API-140,GET,/api/admin/referrals/pending,Admin operations and release controls,Retest passed,1,1,tests\test_backend_route_gap_coverage.py,webapp\src\lib\api.ts,Keep covered in regression suite; add narrower route test when behavior changes.
BACKEND-API-141,POST,/api/admin/referrals/process,Admin operations and release controls,Retest passed,1,1,tests\test_backend_route_gap_coverage.py,webapp\src\lib\api.ts,Keep covered in regression suite; add narrower route test when behavior changes.
BACKEND-API-142,GET,/api/admin/loyalty-config,"Admin catalog, promos, and dynamic content",Retest passed,1,1,tests\test_api_auth_and_tickets.py,webapp\src\lib\api.ts,Keep covered in regression suite; add narrower route test when behavior changes.
BACKEND-API-143,PUT,/api/admin/loyalty-config,"Admin catalog, promos, and dynamic content",Retest passed,1,1,tests\test_api_auth_and_tickets.py,webapp\src\lib\api.ts,Keep covered in regression suite; add narrower route test when behavior changes.
BACKEND-API-144,GET,/api/admin/campaigns,"Admin catalog, promos, and dynamic content",Retest passed,1,1,tests\test_backend_route_gap_coverage.py,webapp\src\lib\api.ts,Keep covered in regression suite; add narrower route test when behavior changes.
BACKEND-API-145,POST,/api/admin/campaigns,"Admin catalog, promos, and dynamic content",Retest passed,1,1,tests\test_backend_route_gap_coverage.py,webapp\src\lib\api.ts,Keep covered in regression suite; add narrower route test when behavior changes.
BACKEND-API-146,PATCH,/api/admin/campaigns/{campaign_id},"Admin catalog, promos, and dynamic content",Retest passed,1,1,tests\test_backend_route_gap_coverage.py,webapp\src\lib\api.ts,Keep covered in regression suite; add narrower route test when behavior changes.
BACKEND-API-147,DELETE,/api/admin/campaigns/{campaign_id},"Admin catalog, promos, and dynamic content",Retest passed,1,1,tests\test_backend_route_gap_coverage.py,webapp\src\lib\api.ts,Keep covered in regression suite; add narrower route test when behavior changes.
BACKEND-API-148,GET,/api/admin/templates,"Admin catalog, promos, and dynamic content",Retest passed,1,1,tests\test_api_auth_and_tickets.py,webapp\src\lib\api.ts,Keep covered in regression suite; add narrower route test when behavior changes.
BACKEND-API-149,POST,/api/admin/templates,"Admin catalog, promos, and dynamic content",Retest passed,1,1,tests\test_api_auth_and_tickets.py,webapp\src\lib\api.ts,Keep covered in regression suite; add narrower route test when behavior changes.
BACKEND-API-150,PATCH,/api/admin/templates/{key},"Admin catalog, promos, and dynamic content",Retest passed,1,1,tests\test_api_auth_and_tickets.py,webapp\src\lib\api.ts,Keep covered in regression suite; add narrower route test when behavior changes.
BACKEND-API-151,DELETE,/api/admin/templates/{key},"Admin catalog, promos, and dynamic content",Retest passed,1,1,tests\test_api_auth_and_tickets.py,webapp\src\lib\api.ts,Keep covered in regression suite; add narrower route test when behavior changes.
BACKEND-API-152,GET,/api/admin/gift-codes,"Admin catalog, promos, and dynamic content",Retest passed,3,1,tests\test_api_auth_and_tickets.py; tests\test_api_lifecycle_smoke.py; webapp\e2e\admin-gate.spec.ts,webapp\src\lib\api.ts,Keep covered in regression suite; add narrower route test when behavior changes.
BACKEND-API-153,POST,/api/admin/access-keys/issue,"Admin catalog, promos, and dynamic content",Retest passed,1,1,webapp\e2e\admin-gate.spec.ts,webapp\src\lib\api.ts,Keep covered in regression suite; add narrower route test when behavior changes.
BACKEND-API-154,POST,/api/admin/gift-codes,"Admin catalog, promos, and dynamic content",Retest passed,3,1,tests\test_api_auth_and_tickets.py; tests\test_api_lifecycle_smoke.py; webapp\e2e\admin-gate.spec.ts,webapp\src\lib\api.ts,Keep covered in regression suite; add narrower route test when behavior changes.
BACKEND-API-155,GET,/api/admin/tickets,Admin support tickets,Retest passed,2,1,tests\test_api_auth_and_tickets.py; webapp\e2e\admin-gate.spec.ts,webapp\src\lib\api.ts,Keep covered in regression suite; add narrower route test when behavior changes.
BACKEND-API-156,POST,/api/admin/tickets/{ticket_id}/reply,Admin support tickets,Retest passed,2,1,tests\test_api_auth_and_tickets.py; webapp\e2e\admin-gate.spec.ts,webapp\src\lib\api.ts,Keep covered in regression suite; add narrower route test when behavior changes.
BACKEND-API-157,POST,/api/admin/tickets/{ticket_id}/status,Admin support tickets,Retest passed,2,1,tests\test_api_auth_and_tickets.py; webapp\e2e\admin-gate.spec.ts,webapp\src\lib\api.ts,Keep covered in regression suite; add narrower route test when behavior changes.
BACKEND-API-158,GET,/api/admin/nodes/health,Admin node operations,Retest passed,3,1,tests\test_api_auth_and_tickets.py; tests\test_observer_api.py; webapp\e2e\admin-gate.spec.ts,webapp\src\lib\api.ts,Keep covered in regression suite; add narrower route test when behavior changes.
BACKEND-API-159,GET,/api/admin/nodes/runtime,Admin node operations,Retest passed,1,1,tests\test_backend_route_gap_coverage.py,webapp\src\lib\api.ts,Keep covered in regression suite; add narrower route test when behavior changes.
BACKEND-API-160,GET,/api/admin/nodes/drift,Admin node operations,Retest passed,1,1,tests\test_api_auth_and_tickets.py,webapp\src\lib\api.ts,Keep covered in regression suite; add narrower route test when behavior changes.
BACKEND-API-161,POST,/api/admin/nodes/sync,Admin node operations,Retest passed,1,1,tests\test_backend_route_gap_coverage.py,webapp\src\lib\api.ts,Keep covered in regression suite; add narrower route test when behavior changes.
BACKEND-API-162,POST,/api/admin/nodes/{node_code}/drain,Admin node operations,Retest passed,4,1,tests\test_api_auth_and_tickets.py; tests\test_backend_route_gap_coverage.py; tests\test_observer_api.py; webapp\e2e\admin-gate.spec.ts,webapp\src\lib\api.ts,Keep covered in regression suite; add narrower route test when behavior changes.
BACKEND-API-163,POST,/api/admin/nodes/{node_code}/enable,Admin node operations,Retest passed,4,1,tests\test_api_auth_and_tickets.py; tests\test_backend_route_gap_coverage.py; tests\test_observer_api.py; webapp\e2e\admin-gate.spec.ts,webapp\src\lib\api.ts,Keep covered in regression suite; add narrower route test when behavior changes.
BACKEND-API-164,POST,/api/admin/nodes/{node_code}/disable,Admin node operations,Retest passed,4,1,tests\test_api_auth_and_tickets.py; tests\test_backend_route_gap_coverage.py; tests\test_observer_api.py; webapp\e2e\admin-gate.spec.ts,webapp\src\lib\api.ts,Keep covered in regression suite; add narrower route test when behavior changes.
BACKEND-API-165,POST,/api/admin/nodes/{node_code}/resync,Admin node operations,Retest passed,4,1,tests\test_api_auth_and_tickets.py; tests\test_backend_route_gap_coverage.py; tests\test_observer_api.py; webapp\e2e\admin-gate.spec.ts,webapp\src\lib\api.ts,Keep covered in regression suite; add narrower route test when behavior changes.
