canonical_id,subsystem,source_tracker,source_story_id,surface,route_or_trigger,feature,user_story,expected_behavior,code_evidence,canon_guardrails,test_method,story_status,latest_result,defects_or_issues,fix_status,retest_status,owner_or_access_note,next_action,updated_at
MARKETING-ML-025,Marketing site,docs/audit-artifacts/source-trackers/2026-06-27/marketing-landing-user-story-tracker.xlsx,ML-025,Scenario landing,/devices/,Devices scenario page,"As a visitor comparing supported devices, I want route-specific Android and Windows guidance.","The /devices/ page uses IntentLanding with device metadata, breadcrumbs, install CTA, shared pricing, and related pages.",marketing/src/app/devices/page.tsx; marketing/src/components/intent/intent-landing.tsx,"Imported priority P1. Use POKROV public marketing canon: app-first identity, consumer-first UX, visible VPN wording only on genuine SEO/search-intent surfaces, no hidden/cloaked/stuffed copy, no unsupported best/store/stable/signing/RU-readiness/payment-maturity claims, and install/checkout links must match outside-store beta evidence.",Browser content Direct refs: tests/test_marketing_story_contracts.py; tests/test_marketing_release_readiness.py; tests/test_public_copy_guardrails.py; tests/test_frontend_text_integrity.py; tests/test_ui_visual_smoke.py.,Retest passed,Pass in first browser/source pass.,,No code fix required in this pass.,"Pass: post-fix build, responsive, browser, or source guardrail coverage remained green.",,Keep covered in regression suite,2026-06-27
MARKETING-ML-026,Marketing site,docs/audit-artifacts/source-trackers/2026-06-27/marketing-landing-user-story-tracker.xlsx,ML-026,Scenario landing,/mobile/ /devices/ /youtube/ /tiktok/ /telegram/,Scenario page shell and motion,"As a visitor on a scenario landing page, I want the shared shell and motion to behave consistently without a legacy theme layer.","IntentLanding uses PageShell, Reveal/Stagger, shared global styles, and no legacy theme-toggle contract.",marketing/src/components/intent/intent-landing.tsx; marketing/src/components/layout/page-shell.tsx; marketing/src/components/motion/reveal.tsx; marketing/src/app/globals.css,"Imported priority P2. Use POKROV public marketing canon: app-first identity, consumer-first UX, visible VPN wording only on genuine SEO/search-intent surfaces, no hidden/cloaked/stuffed copy, no unsupported best/store/stable/signing/RU-readiness/payment-maturity claims, and install/checkout links must match outside-store beta evidence.",Browser interaction Direct refs: tests/test_marketing_story_contracts.py; tests/test_marketing_release_readiness.py; tests/test_public_copy_guardrails.py; tests/test_frontend_text_integrity.py; tests/test_ui_visual_smoke.py.,Retest passed,Pass in first browser/source pass.,,No code fix required in this pass.,"Pass: post-fix build, responsive, browser, or source guardrail coverage remained green.",,Keep covered in regression suite,2026-06-27
MARKETING-ML-027,Marketing site,docs/audit-artifacts/source-trackers/2026-06-27/marketing-landing-user-story-tracker.xlsx,ML-027,Scenario landing,/mobile/ /devices/ /youtube/ /tiktok/ /telegram/,Scenario page CTAs,"As a visitor on any scenario page, I want install as the main action and checkout as an explicit paid continuation.",IntentLanding renders install CTA to /install/ and the shared Pricing section exposes checkout CTAs for active plans.,marketing/src/components/intent/intent-landing.tsx; marketing/src/components/home/pricing.tsx,"Imported priority P0. Use POKROV public marketing canon: app-first identity, consumer-first UX, visible VPN wording only on genuine SEO/search-intent surfaces, no hidden/cloaked/stuffed copy, no unsupported best/store/stable/signing/RU-readiness/payment-maturity claims, and install/checkout links must match outside-store beta evidence.",Browser link audit Direct refs: tests/test_marketing_story_contracts.py; tests/test_marketing_release_readiness.py; tests/test_public_copy_guardrails.py; tests/test_frontend_text_integrity.py; tests/test_ui_visual_smoke.py.,Retest passed,Pass in first browser/source pass.,,No code fix required in this pass.,"Pass: post-fix build, responsive, browser, or source guardrail coverage remained green.",,Keep covered in regression suite,2026-06-27
MARKETING-ML-028,Marketing site,docs/audit-artifacts/source-trackers/2026-06-27/marketing-landing-user-story-tracker.xlsx,ML-028,Scenario landing,/mobile/ /devices/ /youtube/ /tiktok/ /telegram/,Scenario FAQs,"As a visitor on a scenario page, I want FAQ answers that expand with native controls.",Scenario pages reuse shared pricing/steps and structured data; FAQs live in shared home/VPN surfaces rather than a legacy MarketingLanding details block.,marketing/src/components/intent/intent-landing.tsx; marketing/src/lib/marketing-site.ts,"Imported priority P1. Use POKROV public marketing canon: app-first identity, consumer-first UX, visible VPN wording only on genuine SEO/search-intent surfaces, no hidden/cloaked/stuffed copy, no unsupported best/store/stable/signing/RU-readiness/payment-maturity claims, and install/checkout links must match outside-store beta evidence.",Browser interaction Direct refs: tests/test_marketing_story_contracts.py; tests/test_marketing_release_readiness.py; tests/test_public_copy_guardrails.py; tests/test_frontend_text_integrity.py; tests/test_ui_visual_smoke.py.,Retest passed,Pass in first browser/source pass.,,No code fix required in this pass.,"Pass: post-fix build, responsive, browser, or source guardrail coverage remained green.",,Keep covered in regression suite,2026-06-27
MARKETING-ML-029,Marketing site,docs/audit-artifacts/source-trackers/2026-06-27/marketing-landing-user-story-tracker.xlsx,ML-029,Scenario landing,/mobile/ /devices/ /youtube/ /tiktok/ /telegram/,Related page cross-links,"As a visitor, I want related scenario links that do not point to the page I am already viewing.",IntentLanding filters related pages by pagePath before rendering related links.,marketing/src/components/intent/intent-landing.tsx; marketing/src/lib/marketing-site.ts,"Imported priority P2. Use POKROV public marketing canon: app-first identity, consumer-first UX, visible VPN wording only on genuine SEO/search-intent surfaces, no hidden/cloaked/stuffed copy, no unsupported best/store/stable/signing/RU-readiness/payment-maturity claims, and install/checkout links must match outside-store beta evidence.",Browser link audit Direct refs: tests/test_marketing_story_contracts.py; tests/test_marketing_release_readiness.py; tests/test_public_copy_guardrails.py; tests/test_frontend_text_integrity.py; tests/test_ui_visual_smoke.py.,Retest passed,Pass in first browser/source pass.,,No code fix required in this pass.,"Pass: post-fix build, responsive, browser, or source guardrail coverage remained green.",,Keep covered in regression suite,2026-06-27
MARKETING-ML-030,Marketing site,docs/audit-artifacts/source-trackers/2026-06-27/marketing-landing-user-story-tracker.xlsx,ML-030,SEO landing,/vpn/,VPN search-intent copy,"As a VPN-search visitor, I want the page to use my search language while staying honest about beta status and fit.","The /vpn/ page visibly uses VPN and Vpn terms for search intent, says POKROV is not best for everyone, and keeps beta/platform claims constrained.",marketing/src/app/vpn/page.tsx; AGENTS.md public wording rule,"Imported priority P0. Use POKROV public marketing canon: app-first identity, consumer-first UX, visible VPN wording only on genuine SEO/search-intent surfaces, no hidden/cloaked/stuffed copy, no unsupported best/store/stable/signing/RU-readiness/payment-maturity claims, and install/checkout links must match outside-store beta evidence.",Browser content + source guardrail Direct refs: tests/test_marketing_story_contracts.py; tests/test_marketing_release_readiness.py; tests/test_public_copy_guardrails.py; tests/test_frontend_text_integrity.py; tests/test_ui_visual_smoke.py.,Retest passed,Pass in first browser/source pass.,,No code fix required in this pass.,"Pass: post-fix build, responsive, browser, or source guardrail coverage remained green.",,Keep covered in regression suite,2026-06-27
MARKETING-ML-031,Marketing site,docs/audit-artifacts/source-trackers/2026-06-27/marketing-landing-user-story-tracker.xlsx,ML-031,SEO landing,/vpn/,VPN metadata and JSON-LD,"As a search engine, I want canonical metadata and structured data for the dedicated VPN page.","The /vpn/ page has canonical /vpn/, route-specific keywords, breadcrumbs, Article JSON-LD, and FAQ JSON-LD.",marketing/src/app/vpn/page.tsx; marketing/src/lib/marketing-site.ts,"Imported priority P1. Use POKROV public marketing canon: app-first identity, consumer-first UX, visible VPN wording only on genuine SEO/search-intent surfaces, no hidden/cloaked/stuffed copy, no unsupported best/store/stable/signing/RU-readiness/payment-maturity claims, and install/checkout links must match outside-store beta evidence.",Source + browser metadata Direct refs: tests/test_marketing_story_contracts.py; tests/test_marketing_release_readiness.py; tests/test_public_copy_guardrails.py; tests/test_frontend_text_integrity.py; tests/test_ui_visual_smoke.py.,Retest passed,Pass in first browser/source pass.,,No code fix required in this pass.,"Pass: post-fix build, responsive, browser, or source guardrail coverage remained green.",,Keep covered in regression suite,2026-06-27
MARKETING-ML-032,Marketing site,docs/audit-artifacts/source-trackers/2026-06-27/marketing-landing-user-story-tracker.xlsx,ML-032,SEO landing,/vpn/,VPN page CTAs,"As a VPN-search visitor, I want app-first actions without being sent to raw connection endpoints.","The /vpn/ page links to /install/, /checkout/, and app cabinet URLs, and does not use connect.pokrov.space as a public acquisition CTA.",marketing/src/app/vpn/page.tsx; docs/operations/deployment-and-access.md,"Imported priority P0. Use POKROV public marketing canon: app-first identity, consumer-first UX, visible VPN wording only on genuine SEO/search-intent surfaces, no hidden/cloaked/stuffed copy, no unsupported best/store/stable/signing/RU-readiness/payment-maturity claims, and install/checkout links must match outside-store beta evidence.",Browser link audit + source guardrail Direct refs: tests/test_marketing_story_contracts.py; tests/test_marketing_release_readiness.py; tests/test_public_copy_guardrails.py; tests/test_frontend_text_integrity.py; tests/test_ui_visual_smoke.py.,Retest passed,Pass in first browser/source pass.,,No code fix required in this pass.,"Pass: post-fix build, responsive, browser, or source guardrail coverage remained green.",,Keep covered in regression suite,2026-06-27
MARKETING-ML-033,Marketing site,docs/audit-artifacts/source-trackers/2026-06-27/marketing-landing-user-story-tracker.xlsx,ML-033,Install,/install/,Install page noindex metadata,"As the operator, I want the install handoff page available to users without becoming an SEO landing.",Install metadata is built with noIndex=true and canonical /install/.,marketing/src/app/install/page.tsx,"Imported priority P1. Use POKROV public marketing canon: app-first identity, consumer-first UX, visible VPN wording only on genuine SEO/search-intent surfaces, no hidden/cloaked/stuffed copy, no unsupported best/store/stable/signing/RU-readiness/payment-maturity claims, and install/checkout links must match outside-store beta evidence.",Source + browser metadata Direct refs: tests/test_marketing_story_contracts.py; tests/test_marketing_release_readiness.py; tests/test_public_copy_guardrails.py; tests/test_frontend_text_integrity.py; tests/test_ui_visual_smoke.py.,Retest passed,Pass in first browser/source pass.,,No code fix required in this pass.,"Pass: post-fix build, responsive, browser, or source guardrail coverage remained green.",,Keep covered in regression suite,2026-06-27
MARKETING-ML-034,Marketing site,docs/audit-artifacts/source-trackers/2026-06-27/marketing-landing-user-story-tracker.xlsx,ML-034,Install,/install/,Platform download handoff,"As a user ready to install, I want Android and Windows actions that lead to the safest currently available handoff.","Platform cards link to cabinet downloads when env public binary URLs exist, otherwise they fall back to support/help; copy notes outside-store beta and Windows publisher limitations.",marketing/src/app/install/page.tsx; shared/portal-config.ts,"Imported priority P0. Use POKROV public marketing canon: app-first identity, consumer-first UX, visible VPN wording only on genuine SEO/search-intent surfaces, no hidden/cloaked/stuffed copy, no unsupported best/store/stable/signing/RU-readiness/payment-maturity claims, and install/checkout links must match outside-store beta evidence.",Browser link audit + content Direct refs: tests/test_marketing_story_contracts.py; tests/test_marketing_release_readiness.py; tests/test_public_copy_guardrails.py; tests/test_frontend_text_integrity.py; tests/test_ui_visual_smoke.py.,Retest passed,Pass in first browser/source pass.,,No code fix required in this pass.,"Pass: post-fix build, responsive, browser, or source guardrail coverage remained green.",,Keep covered in regression suite,2026-06-27
MARKETING-ML-035,Marketing site,docs/audit-artifacts/source-trackers/2026-06-27/marketing-landing-user-story-tracker.xlsx,ML-035,Install,/install/,Install support paths,"As a user blocked during install, I want obvious cabinet and support options.",Install page renders cabinet and support/news/bot links from public config.,marketing/src/app/install/page.tsx; shared/public-urls.json,"Imported priority P1. Use POKROV public marketing canon: app-first identity, consumer-first UX, visible VPN wording only on genuine SEO/search-intent surfaces, no hidden/cloaked/stuffed copy, no unsupported best/store/stable/signing/RU-readiness/payment-maturity claims, and install/checkout links must match outside-store beta evidence.",Browser link audit Direct refs: tests/test_marketing_story_contracts.py; tests/test_marketing_release_readiness.py; tests/test_public_copy_guardrails.py; tests/test_frontend_text_integrity.py; tests/test_ui_visual_smoke.py.,Retest passed,Pass in first browser/source pass.,,No code fix required in this pass.,"Pass: post-fix build, responsive, browser, or source guardrail coverage remained green.",,Keep covered in regression suite,2026-06-27
MARKETING-ML-036,Marketing site,docs/audit-artifacts/source-trackers/2026-06-27/marketing-landing-user-story-tracker.xlsx,ML-036,Checkout,/checkout/?plan=start_99,Checkout metadata and breadcrumb,"As a buyer, I want checkout to load with clear title and breadcrumb context.",Checkout page uses buildMarketingMetadata for /checkout/ and emits Breadcrumb JSON-LD.,marketing/src/app/checkout/page.tsx,"Imported priority P1. Use POKROV public marketing canon: app-first identity, consumer-first UX, visible VPN wording only on genuine SEO/search-intent surfaces, no hidden/cloaked/stuffed copy, no unsupported best/store/stable/signing/RU-readiness/payment-maturity claims, and install/checkout links must match outside-store beta evidence.",Source + browser metadata Direct refs: tests/test_marketing_story_contracts.py; tests/test_marketing_release_readiness.py; tests/test_public_copy_guardrails.py; tests/test_frontend_text_integrity.py; tests/test_ui_visual_smoke.py.,Retest passed,Pass in first browser/source pass.,,No code fix required in this pass.,"Pass: post-fix build, responsive, browser, or source guardrail coverage remained green.",,Keep covered in regression suite,2026-06-27
MARKETING-ML-037,Marketing site,docs/audit-artifacts/source-trackers/2026-06-27/marketing-landing-user-story-tracker.xlsx,ML-037,Checkout,/checkout/?plan=start_99,Checkout plan selection,"As a buyer, I want checkout to select a known public plan and avoid unavailable plans.","CheckoutClient starts from URL plan=start_99, uses fallback start_99, and keeps public active plan handling constrained.",marketing/src/app/checkout/checkout-client.tsx; shared/tariff-catalog.json,"Imported priority P0. Use POKROV public marketing canon: app-first identity, consumer-first UX, visible VPN wording only on genuine SEO/search-intent surfaces, no hidden/cloaked/stuffed copy, no unsupported best/store/stable/signing/RU-readiness/payment-maturity claims, and install/checkout links must match outside-store beta evidence.",Browser interaction Direct refs: tests/test_marketing_story_contracts.py; tests/test_marketing_release_readiness.py; tests/test_public_copy_guardrails.py; tests/test_frontend_text_integrity.py; tests/test_ui_visual_smoke.py.,Retest passed,Pass in first browser/source pass.,,No code fix required in this pass.,"Pass: post-fix build, responsive, browser, or source guardrail coverage remained green.",,Keep covered in regression suite,2026-06-27
MARKETING-ML-038,Marketing site,docs/audit-artifacts/source-trackers/2026-06-27/marketing-landing-user-story-tracker.xlsx,ML-038,Checkout,/checkout/?plan=start_99,Checkout API fallback,"As a buyer, I want checkout to remain understandable when live payment/catalog APIs are unreachable locally.","CheckoutClient tries candidate API bases for catalog/providers/status, records failure state, and keeps a visible fallback/helper instead of crashing.",marketing/src/app/checkout/checkout-client.tsx,"Imported priority P0. Use POKROV public marketing canon: app-first identity, consumer-first UX, visible VPN wording only on genuine SEO/search-intent surfaces, no hidden/cloaked/stuffed copy, no unsupported best/store/stable/signing/RU-readiness/payment-maturity claims, and install/checkout links must match outside-store beta evidence.",Browser fallback Direct refs: tests/test_marketing_story_contracts.py; tests/test_marketing_release_readiness.py; tests/test_public_copy_guardrails.py; tests/test_frontend_text_integrity.py; tests/test_ui_visual_smoke.py; tests/test_api_payments_callbacks.py.,Retest passed,Pass with real fallback route smoke and mocked provider-ready checkout smoke.,Initial checkout smoke mocked CORS too broadly; harness issue only.,Adjusted output smoke mock headers; no product code change required.,Pass: mocked checkout smoke reported no failures and no console errors.,,Keep covered in regression suite,2026-06-27
MARKETING-ML-039,Marketing site,docs/audit-artifacts/source-trackers/2026-06-27/marketing-landing-user-story-tracker.xlsx,ML-039,Checkout,/checkout/?plan=start_99,Access key lookup and redeem,"As a user with an existing key, I want checkout to check the key and point me to redeem.",Entering a key calls /api/access-keys/status/:key across candidate bases; successful key state builds a webapp /redeem/?key= link.,marketing/src/app/checkout/checkout-client.tsx,"Imported priority P1. Use POKROV public marketing canon: app-first identity, consumer-first UX, visible VPN wording only on genuine SEO/search-intent surfaces, no hidden/cloaked/stuffed copy, no unsupported best/store/stable/signing/RU-readiness/payment-maturity claims, and install/checkout links must match outside-store beta evidence.",Browser interaction with mocked network Direct refs: tests/test_marketing_story_contracts.py; tests/test_marketing_release_readiness.py; tests/test_public_copy_guardrails.py; tests/test_frontend_text_integrity.py; tests/test_ui_visual_smoke.py; tests/test_api_payments_callbacks.py.,Retest passed,Pass in mocked checkout interaction smoke.,,No code fix required in this pass.,"Pass: key lookup, promo normalization, email validation, and order redirect were all exercised with mocked API responses.",,Keep covered in regression suite,2026-06-27
MARKETING-ML-040,Marketing site,docs/audit-artifacts/source-trackers/2026-06-27/marketing-landing-user-story-tracker.xlsx,ML-040,Checkout,/checkout/?plan=start_99,Promo code handling,"As a buyer with a promo code, I want the field to normalize my input and preview the discount.","Promo input uppercases and trims input, getPricingPreviewDiscountPercent computes the preview, and invalid/empty codes do not create a fake discount.",marketing/src/app/checkout/checkout-client.tsx; shared/portal-config.ts,"Imported priority P1. Use POKROV public marketing canon: app-first identity, consumer-first UX, visible VPN wording only on genuine SEO/search-intent surfaces, no hidden/cloaked/stuffed copy, no unsupported best/store/stable/signing/RU-readiness/payment-maturity claims, and install/checkout links must match outside-store beta evidence.",Browser interaction Direct refs: tests/test_marketing_story_contracts.py; tests/test_marketing_release_readiness.py; tests/test_public_copy_guardrails.py; tests/test_frontend_text_integrity.py; tests/test_ui_visual_smoke.py; tests/test_api_payments_callbacks.py.,Retest passed,Pass in mocked checkout interaction smoke.,,No code fix required in this pass.,"Pass: key lookup, promo normalization, email validation, and order redirect were all exercised with mocked API responses.",,Keep covered in regression suite,2026-06-27
MARKETING-ML-041,Marketing site,docs/audit-artifacts/source-trackers/2026-06-27/marketing-landing-user-story-tracker.xlsx,ML-041,Checkout,/checkout/?plan=start_99,Checkout email validation,"As a buyer, I want checkout to ask for an email before creating a public order.","If email is blank, create order is blocked client-side and a visible status asks the user to enter email.",marketing/src/app/checkout/checkout-client.tsx,"Imported priority P0. Use POKROV public marketing canon: app-first identity, consumer-first UX, visible VPN wording only on genuine SEO/search-intent surfaces, no hidden/cloaked/stuffed copy, no unsupported best/store/stable/signing/RU-readiness/payment-maturity claims, and install/checkout links must match outside-store beta evidence.",Browser interaction Direct refs: tests/test_marketing_story_contracts.py; tests/test_marketing_release_readiness.py; tests/test_public_copy_guardrails.py; tests/test_frontend_text_integrity.py; tests/test_ui_visual_smoke.py; tests/test_api_payments_callbacks.py.,Retest passed,Pass in mocked checkout interaction smoke.,,No code fix required in this pass.,"Pass: key lookup, promo normalization, email validation, and order redirect were all exercised with mocked API responses.",,Keep covered in regression suite,2026-06-27
MARKETING-ML-042,Marketing site,docs/audit-artifacts/source-trackers/2026-06-27/marketing-landing-user-story-tracker.xlsx,ML-042,Checkout,/checkout/?plan=start_99,Checkout order redirect,"As a buyer with valid input, I want checkout to create a payment order and redirect me to the provider.","When payment provider state is ready, CheckoutClient POSTs /api/payments/orders/create-public and redirects to payment_url; if provider is missing/blocked, the button/fallback state prevents a broken order.",marketing/src/app/checkout/checkout-client.tsx,"Imported priority P0. Use POKROV public marketing canon: app-first identity, consumer-first UX, visible VPN wording only on genuine SEO/search-intent surfaces, no hidden/cloaked/stuffed copy, no unsupported best/store/stable/signing/RU-readiness/payment-maturity claims, and install/checkout links must match outside-store beta evidence.",Browser interaction with mocked network Direct refs: tests/test_marketing_story_contracts.py; tests/test_marketing_release_readiness.py; tests/test_public_copy_guardrails.py; tests/test_frontend_text_integrity.py; tests/test_ui_visual_smoke.py; tests/test_api_payments_callbacks.py.,Retest passed,Pass in mocked checkout interaction smoke.,,No code fix required in this pass.,"Pass: key lookup, promo normalization, email validation, and order redirect were all exercised with mocked API responses.",,Keep covered in regression suite,2026-06-27
MARKETING-ML-043,Marketing site,docs/audit-artifacts/source-trackers/2026-06-27/marketing-landing-user-story-tracker.xlsx,ML-043,Checkout,/checkout/?plan=start_99,Checkout helper links,"As a buyer needing help, I want checkout to offer redeem, cabinet, bot, and install support paths.",Checkout side/helper links include redeem/cabinet/bot/install destinations built from public config and code helpers.,marketing/src/app/checkout/checkout-client.tsx; shared/public-urls.json,"Imported priority P1. Use POKROV public marketing canon: app-first identity, consumer-first UX, visible VPN wording only on genuine SEO/search-intent surfaces, no hidden/cloaked/stuffed copy, no unsupported best/store/stable/signing/RU-readiness/payment-maturity claims, and install/checkout links must match outside-store beta evidence.",Browser link audit Direct refs: tests/test_marketing_story_contracts.py; tests/test_marketing_release_readiness.py; tests/test_public_copy_guardrails.py; tests/test_frontend_text_integrity.py; tests/test_ui_visual_smoke.py.,Retest passed,Pass in first browser/source pass.,,No code fix required in this pass.,"Pass: post-fix build, responsive, browser, or source guardrail coverage remained green.",,Keep covered in regression suite,2026-06-27
MARKETING-ML-044,Marketing site,docs/audit-artifacts/source-trackers/2026-06-27/marketing-landing-user-story-tracker.xlsx,ML-044,Legal,/offer/,Offer page,"As a buyer, I want legal terms and beta limitations before payment.","Offer page renders legal terms, beta limitations, contacts, breadcrumbs, and links to home/install/privacy/cabinet/support without unsupported store/stable claims.",marketing/src/app/offer/page.tsx,"Imported priority P0. Use POKROV public marketing canon: app-first identity, consumer-first UX, visible VPN wording only on genuine SEO/search-intent surfaces, no hidden/cloaked/stuffed copy, no unsupported best/store/stable/signing/RU-readiness/payment-maturity claims, and install/checkout links must match outside-store beta evidence.",Browser content + link audit Direct refs: tests/test_marketing_story_contracts.py; tests/test_marketing_release_readiness.py; tests/test_public_copy_guardrails.py; tests/test_frontend_text_integrity.py; tests/test_ui_visual_smoke.py.,Retest passed,Pass in first browser/source pass.,,No code fix required in this pass.,"Pass: post-fix build, responsive, browser, or source guardrail coverage remained green.",,Keep covered in regression suite,2026-06-27
MARKETING-ML-045,Marketing site,docs/audit-artifacts/source-trackers/2026-06-27/marketing-landing-user-story-tracker.xlsx,ML-045,Legal,/privacy/,Privacy page,"As a privacy-conscious visitor, I want to see what data is collected and how to contact support.","Privacy page renders data-use sections, contacts, breadcrumbs, and links to home/install/offer/cabinet/support.",marketing/src/app/privacy/page.tsx,"Imported priority P0. Use POKROV public marketing canon: app-first identity, consumer-first UX, visible VPN wording only on genuine SEO/search-intent surfaces, no hidden/cloaked/stuffed copy, no unsupported best/store/stable/signing/RU-readiness/payment-maturity claims, and install/checkout links must match outside-store beta evidence.",Browser content + link audit Direct refs: tests/test_marketing_story_contracts.py; tests/test_marketing_release_readiness.py; tests/test_public_copy_guardrails.py; tests/test_frontend_text_integrity.py; tests/test_ui_visual_smoke.py.,Retest passed,Pass in first browser/source pass.,,No code fix required in this pass.,"Pass: post-fix build, responsive, browser, or source guardrail coverage remained green.",,Keep covered in regression suite,2026-06-27
MARKETING-ML-046,Marketing site,docs/audit-artifacts/source-trackers/2026-06-27/marketing-landing-user-story-tracker.xlsx,ML-046,Machine-readable,/robots.txt,Robots policy,"As a crawler, I want robots instructions with sitemap and host.","robots.ts allows public routes, disallows /api/ and /_next/, includes bot-specific rules, sitemap, and canonical host.",marketing/src/app/robots.ts,"Imported priority P1. Use POKROV public marketing canon: app-first identity, consumer-first UX, visible VPN wording only on genuine SEO/search-intent surfaces, no hidden/cloaked/stuffed copy, no unsupported best/store/stable/signing/RU-readiness/payment-maturity claims, and install/checkout links must match outside-store beta evidence.",HTTP/source Direct refs: tests/test_marketing_story_contracts.py; tests/test_marketing_release_readiness.py; tests/test_public_copy_guardrails.py; tests/test_frontend_text_integrity.py; tests/test_ui_visual_smoke.py.,Retest passed,Pass in source/browser/link guardrails.,,No code fix required in this pass.,"Pass: SEO, link, public-copy, and browser machine-route checks passed after fix.",,Keep covered in regression suite,2026-06-27
MARKETING-ML-047,Marketing site,docs/audit-artifacts/source-trackers/2026-06-27/marketing-landing-user-story-tracker.xlsx,ML-047,Machine-readable,/sitemap.xml,Sitemap,"As a crawler, I want canonical marketing and machine-readable routes in the sitemap.",sitemap.ts returns buildMarketingSitemap entries for canonical pages and machine paths including /llms.txt and /pricing.md.,marketing/src/app/sitemap.ts; marketing/src/lib/marketing-site.ts,"Imported priority P1. Use POKROV public marketing canon: app-first identity, consumer-first UX, visible VPN wording only on genuine SEO/search-intent surfaces, no hidden/cloaked/stuffed copy, no unsupported best/store/stable/signing/RU-readiness/payment-maturity claims, and install/checkout links must match outside-store beta evidence.",HTTP/source Direct refs: tests/test_marketing_story_contracts.py; tests/test_marketing_release_readiness.py; tests/test_public_copy_guardrails.py; tests/test_frontend_text_integrity.py; tests/test_ui_visual_smoke.py.,Retest passed,Pass in source/browser/link guardrails.,,No code fix required in this pass.,"Pass: SEO, link, public-copy, and browser machine-route checks passed after fix.",,Keep covered in regression suite,2026-06-27
MARKETING-ML-048,Marketing site,docs/audit-artifacts/source-trackers/2026-06-27/marketing-landing-user-story-tracker.xlsx,ML-048,Machine-readable,/manifest.webmanifest,Web app manifest,"As a browser, I want manifest metadata and icons for installability and rich previews.","manifest.ts returns POKROV name/short_name, standalone display, ru-RU language, theme colors, and PNG/SVG icons.",marketing/src/app/manifest.ts; marketing/public,"Imported priority P2. Use POKROV public marketing canon: app-first identity, consumer-first UX, visible VPN wording only on genuine SEO/search-intent surfaces, no hidden/cloaked/stuffed copy, no unsupported best/store/stable/signing/RU-readiness/payment-maturity claims, and install/checkout links must match outside-store beta evidence.",HTTP/source Direct refs: tests/test_marketing_story_contracts.py; tests/test_marketing_release_readiness.py; tests/test_public_copy_guardrails.py; tests/test_frontend_text_integrity.py; tests/test_ui_visual_smoke.py.,Retest passed,Pass in source/browser/link guardrails.,,No code fix required in this pass.,"Pass: SEO, link, public-copy, and browser machine-route checks passed after fix.",,Keep covered in regression suite,2026-06-27
MARKETING-ML-049,Marketing site,docs/audit-artifacts/source-trackers/2026-06-27/marketing-landing-user-story-tracker.xlsx,ML-049,Machine-readable,/llms.txt /pricing.md,AI/search machine files,"As an AI/search crawler, I want concise product and pricing files that match public product truth.","Public llms.txt and pricing.md exist, are included in sitemap inputs, and reference canonical POKROV surfaces.",marketing/public/llms.txt; marketing/public/pricing.md; marketing/src/lib/marketing-site.ts,"Imported priority P1. Use POKROV public marketing canon: app-first identity, consumer-first UX, visible VPN wording only on genuine SEO/search-intent surfaces, no hidden/cloaked/stuffed copy, no unsupported best/store/stable/signing/RU-readiness/payment-maturity claims, and install/checkout links must match outside-store beta evidence.",HTTP/content Direct refs: tests/test_marketing_story_contracts.py; tests/test_marketing_release_readiness.py; tests/test_public_copy_guardrails.py; tests/test_frontend_text_integrity.py; tests/test_ui_visual_smoke.py.,Retest passed,Pass in source/browser/link guardrails.,,No code fix required in this pass.,"Pass: SEO, link, public-copy, and browser machine-route checks passed after fix.",,Keep covered in regression suite,2026-06-27
MARKETING-ML-050,Marketing site,docs/audit-artifacts/source-trackers/2026-06-27/marketing-landing-user-story-tracker.xlsx,ML-050,Redirects,Legacy SEO paths,Legacy path redirects,"As a visitor using an old SEO link, I want to land on the current canonical page.","marketing/public/_redirects maps old mobile, tiktok, youtube, devices, telegram, and vpn variants to current canonical routes with 301!",marketing/public/_redirects; marketing/scripts/check-marketing-seo.mjs,"Imported priority P1. Use POKROV public marketing canon: app-first identity, consumer-first UX, visible VPN wording only on genuine SEO/search-intent surfaces, no hidden/cloaked/stuffed copy, no unsupported best/store/stable/signing/RU-readiness/payment-maturity claims, and install/checkout links must match outside-store beta evidence.",Source guardrail Direct refs: tests/test_marketing_story_contracts.py; tests/test_marketing_release_readiness.py; tests/test_public_copy_guardrails.py; tests/test_frontend_text_integrity.py; tests/test_ui_visual_smoke.py.,Retest passed,Pass in source/browser/link guardrails.,,No code fix required in this pass.,"Pass: SEO, link, public-copy, and browser machine-route checks passed after fix.",,Keep covered in regression suite,2026-06-27
