script_id,path,category,workflow,docstring,has_main,has_argparse,test_ref_count,test_refs,story_status,latest_result,owner_access_note,next_action,updated_at
OPS-SCRIPT-076,scripts/remote_manage_xui.py,Remote diagnostics and maintenance,run the remote manage xui operator workflow,,True,True,1,tests/test_remote_script_gap_batch.py,Retest passed,"PASS: OPS-SCRIPT-FOCUSED-001 (314 passed, 6 warnings).","Live execution requires SSH/host access; local automated tests cover only safe composition, parsing, or dry-run behavior when present.",Keep mapped test refs current when script behavior changes.,2026-06-27
OPS-SCRIPT-077,scripts/remote_node_qdisc_smoke.py,Remote diagnostics and maintenance,run the remote node qdisc smoke operator workflow,,True,True,2,tests/test_qdisc_scripts.py; tests/test_release_orchestrator.py,Retest passed,"PASS: OPS-SCRIPT-FOCUSED-001 (314 passed, 6 warnings).","Live execution requires SSH/host access; local automated tests cover only safe composition, parsing, or dry-run behavior when present.",Keep mapped test refs current when script behavior changes.,2026-06-27
OPS-SCRIPT-078,scripts/remote_prepare_brain_public.py,Remote deploy and node operations,run the remote prepare brain public operator workflow,,True,True,1,tests/test_remote_script_gap_batch.py,Retest passed,"PASS: OPS-SCRIPT-FOCUSED-001 (314 passed, 6 warnings).","Live execution requires SSH/host access; local automated tests cover only safe composition, parsing, or dry-run behavior when present.",Keep mapped test refs current when script behavior changes.,2026-06-27
OPS-SCRIPT-079,scripts/remote_setup_pl_free_8443.py,Remote deploy and node operations,run the remote setup pl free 8443 operator workflow,,True,True,1,tests/test_remote_script_gap_batch.py,Retest passed,"PASS: OPS-SCRIPT-FOCUSED-001 (314 passed, 6 warnings).","Live execution requires SSH/host access; local automated tests cover only safe composition, parsing, or dry-run behavior when present.",Keep mapped test refs current when script behavior changes.,2026-06-27
OPS-SCRIPT-080,scripts/remote_start_brain_bot.py,Remote deploy and node operations,run the remote start brain bot operator workflow,,True,True,1,tests/test_remote_script_gap_batch.py,Retest passed,"PASS: OPS-SCRIPT-FOCUSED-001 (314 passed, 6 warnings).","Live execution requires SSH/host access; local automated tests cover only safe composition, parsing, or dry-run behavior when present.",Keep mapped test refs current when script behavior changes.,2026-06-27
OPS-SCRIPT-081,scripts/remote_strings_brain_xui.py,Remote diagnostics and maintenance,run the remote strings brain xui operator workflow,,True,False,1,tests/test_remote_script_gap_batch.py,Retest passed,"PASS: OPS-SCRIPT-FOCUSED-001 (314 passed, 6 warnings).","Live execution requires SSH/host access; local automated tests cover only safe composition, parsing, or dry-run behavior when present.",Keep mapped test refs current when script behavior changes.,2026-06-27
OPS-SCRIPT-082,scripts/remote_switch_bot_tokens.py,Remote deploy and node operations,run the remote switch bot tokens operator workflow,,True,True,1,tests/test_remote_switch_bot_tokens.py,Retest passed,"PASS: OPS-SCRIPT-FOCUSED-001 (314 passed, 6 warnings).","Live execution requires SSH/host access; local automated tests cover only safe composition, parsing, or dry-run behavior when present.",Keep mapped test refs current when script behavior changes.,2026-06-27
OPS-SCRIPT-083,scripts/remote_sync_users_to_nodes.py,Remote diagnostics and maintenance,run the remote sync users to nodes operator workflow,,True,True,1,tests/test_remote_script_gap_batch.py,Retest passed,"PASS: OPS-SCRIPT-FOCUSED-001 (314 passed, 6 warnings).","Live execution requires SSH/host access; local automated tests cover only safe composition, parsing, or dry-run behavior when present.",Keep mapped test refs current when script behavior changes.,2026-06-27
OPS-SCRIPT-084,scripts/remote_transport_front_smoke.py,Remote diagnostics and maintenance,run the remote transport front smoke operator workflow,,True,True,1,tests/test_remote_transport_front_smoke.py,Retest passed,"PASS: OPS-SCRIPT-FOCUSED-001 (314 passed, 6 warnings).","Live execution requires SSH/host access; local automated tests cover only safe composition, parsing, or dry-run behavior when present.",Keep mapped test refs current when script behavior changes.,2026-06-27
OPS-SCRIPT-085,scripts/remote_xui_db_tables_brain.py,Remote diagnostics and maintenance,run the remote xui db tables brain operator workflow,,True,False,1,tests/test_remote_script_gap_batch.py,Retest passed,"PASS: OPS-SCRIPT-FOCUSED-001 (314 passed, 6 warnings).","Live execution requires SSH/host access; local automated tests cover only safe composition, parsing, or dry-run behavior when present.",Keep mapped test refs current when script behavior changes.,2026-06-27
OPS-SCRIPT-086,scripts/remote_xui_help_brain.py,Remote diagnostics and maintenance,run the remote xui help brain operator workflow,,True,False,1,tests/test_remote_script_gap_batch.py,Retest passed,"PASS: OPS-SCRIPT-FOCUSED-001 (314 passed, 6 warnings).","Live execution requires SSH/host access; local automated tests cover only safe composition, parsing, or dry-run behavior when present.",Keep mapped test refs current when script behavior changes.,2026-06-27
OPS-SCRIPT-087,scripts/remote_xui_logs.py,Remote diagnostics and maintenance,run the remote xui logs operator workflow,,True,False,1,tests/test_remote_script_gap_batch.py,Retest passed,"PASS: OPS-SCRIPT-FOCUSED-001 (314 passed, 6 warnings).","Live execution requires SSH/host access; local automated tests cover only safe composition, parsing, or dry-run behavior when present.",Keep mapped test refs current when script behavior changes.,2026-06-27
OPS-SCRIPT-088,scripts/remote_xui_setting_show.py,Remote diagnostics and maintenance,run the remote xui setting show operator workflow,,True,False,1,tests/test_remote_script_gap_batch.py,Retest passed,"PASS: OPS-SCRIPT-FOCUSED-001 (314 passed, 6 warnings).","Live execution requires SSH/host access; local automated tests cover only safe composition, parsing, or dry-run behavior when present.",Keep mapped test refs current when script behavior changes.,2026-06-27
OPS-SCRIPT-089,scripts/remote_xui_settings_brain.py,Remote diagnostics and maintenance,run the remote xui settings brain operator workflow,,True,False,1,tests/test_remote_script_gap_batch.py,Retest passed,"PASS: OPS-SCRIPT-FOCUSED-001 (314 passed, 6 warnings).","Live execution requires SSH/host access; local automated tests cover only safe composition, parsing, or dry-run behavior when present.",Keep mapped test refs current when script behavior changes.,2026-06-27
OPS-SCRIPT-090,scripts/ru_probe_runner.py,"Smoke, audit, and diagnostics",run the ru probe runner operator workflow,,True,True,1,tests/test_ru_probe_runner.py,Retest passed,"PASS: OPS-SCRIPT-FOCUSED-001 (314 passed, 6 warnings).",,Keep mapped test refs current when script behavior changes.,2026-06-27
OPS-SCRIPT-091,scripts/runtime_app_download_smoke.py,"Smoke, audit, and diagnostics",Compatibility wrapper for the runtime client app download smoke gate,Compatibility wrapper for the runtime client app download smoke gate.,True,False,4,tests/test_brain_runtime_app_download_smoke.py; tests/test_public_beta_external_access_preflight.py; tests/test_release_gate_check.py; tests/test_runtime_app_download_smoke.py,Retest passed,"PASS: OPS-SCRIPT-FOCUSED-001 (314 passed, 6 warnings).",,Keep mapped test refs current when script behavior changes.,2026-06-27
OPS-SCRIPT-092,scripts/seed_nodes_from_facts.py,Node and control-plane operations,run the seed nodes from facts operator workflow,,True,True,1,tests/test_ops_script_gap_batch.py,Retest passed,"PASS: OPS-SCRIPT-FOCUSED-001 (314 passed, 6 warnings).",,Keep mapped test refs current when script behavior changes.,2026-06-27
OPS-SCRIPT-093,scripts/smoke_client_apps.py,"Smoke, audit, and diagnostics",Smoke check for client app links exposed by /api/client/apps,Smoke check for client app links exposed by /api/client/apps.,True,True,2,tests/test_release_gate_check.py; tests/test_smoke_client_apps.py,Retest passed,"PASS: OPS-SCRIPT-FOCUSED-001 (314 passed, 6 warnings).",,Keep mapped test refs current when script behavior changes.,2026-06-27
OPS-SCRIPT-094,scripts/sync_shared_surface_facts.py,"Data, migration, and cleanup",run the sync shared surface facts operator workflow,,True,True,1,tests/test_shared_surface_facts.py,Retest passed,"PASS: OPS-SCRIPT-FOCUSED-001 (314 passed, 6 warnings).",,Keep mapped test refs current when script behavior changes.,2026-06-27
OPS-SCRIPT-095,scripts/ui_visual_smoke.py,"Smoke, audit, and diagnostics",run the ui visual smoke operator workflow,,True,True,1,tests/test_ui_visual_smoke.py,Retest passed,"PASS: OPS-SCRIPT-FOCUSED-001 (314 passed, 6 warnings).",,Keep mapped test refs current when script behavior changes.,2026-06-27
OPS-SCRIPT-096,scripts/verify_brain_ready.py,"Smoke, audit, and diagnostics",run the verify brain ready operator workflow,,True,True,2,tests/test_public_beta_launch_decision.py; tests/test_verify_brain_ready.py,Retest passed,"PASS: OPS-SCRIPT-FOCUSED-001 (314 passed, 6 warnings).",,Keep mapped test refs current when script behavior changes.,2026-06-27
OPS-SCRIPT-097,scripts/generate_code_function_inventory.py,"Data, migration, and cleanup",generate the low-level code function inventory,Generate low-level POKROV code symbol/function inventory.,True,True,1,tests/test_code_function_inventory.py,Retest passed,"PASS: OPS-SCRIPT-FOCUSED-001 (314 passed, 6 warnings).",,Keep mapped test refs current when script behavior changes.,2026-06-27
OPS-SCRIPT-098,scripts/app_bot_parity_smoke.py,"Smoke, audit, and diagnostics",run the app/bot parity smoke operator workflow,Static app/bot/cabinet parity smoke for POKROV app-first contracts.,True,True,1,tests/test_app_bot_parity_smoke.py,Retest passed,"PASS: OPS-SCRIPT-FOCUSED-001 (314 passed, 6 warnings).",Live Telegram/account parity checks remain MANUAL_OWNER_TEST inside the script report.,Keep mapped test refs current when script behavior changes.,2026-06-27
OPS-SCRIPT-099,scripts/audit_story_test_evidence.py,"Smoke, audit, and diagnostics",audit canonical story rows for machine-checkable test evidence,Audit canonical POKROV user-story rows for machine-checkable test evidence.,True,True,1,tests/test_story_test_evidence_audit.py,Retest passed,"PASS: OPS-SCRIPT-FOCUSED-001 (314 passed, 6 warnings).",,Keep mapped test refs current when audit rules or tracker columns change.,2026-06-27
OPS-SCRIPT-100,scripts/brain_payment_email_readiness.py,Release gates and handoff,build the brain-origin payment and email readiness report,,True,True,1,tests/test_brain_payment_email_readiness.py,Retest passed,PASS: OPS-SCRIPT-MANIFEST-002 (113 passed).,Live brain/provider execution requires SSH/provider access and is not implied by local tests.,Keep mapped test refs current when script behavior changes.,2026-06-27
OPS-SCRIPT-101,scripts/brain_runtime_app_download_smoke.py,Release gates and handoff,run the brain-origin runtime app-download smoke,,True,True,1,tests/test_brain_runtime_app_download_smoke.py,Retest passed,PASS: OPS-SCRIPT-MANIFEST-002 (113 passed).,Live brain-origin execution remains access-gated outside the local test harness.,Keep mapped test refs current when script behavior changes.,2026-06-27
OPS-SCRIPT-102,scripts/brain_telegram_bot_menu_check.py,"Smoke, audit, and diagnostics",check public Telegram bot command/menu configuration from brain,,True,True,1,tests/test_brain_telegram_bot_menu_check.py,Retest passed,PASS: OPS-SCRIPT-MANIFEST-002 (113 passed).,Live Telegram API access remains operator-controlled.,Keep mapped test refs current when script behavior changes.,2026-06-27
OPS-SCRIPT-103,scripts/migrate_sqlite_to_postgres.py,"Data, migration, and cleanup",run the one-shot SQLite to PostgreSQL data migration,,True,True,1,tests/test_postgres_operator_scripts.py,Retest passed,PASS: OPS-SCRIPT-MANIFEST-002 (113 passed).,Actual data migration requires explicit owner/operator approval and current backups.,Keep mapped test refs current when script behavior changes.,2026-06-27
OPS-SCRIPT-104,scripts/paid_checkout_launch_evidence_check.py,Release gates and handoff,classify paid-checkout launch evidence,,True,True,1,tests/test_paid_checkout_launch_evidence_check.py,Retest passed,PASS: OPS-SCRIPT-MANIFEST-002 (113 passed).,,Keep mapped test refs current when script behavior changes.,2026-06-27
OPS-SCRIPT-105,scripts/payment_email_readiness_smoke.py,Release gates and handoff,smoke-check payment and email readiness environment,,True,True,1,tests/test_payment_email_readiness_smoke.py,Retest passed,PASS: OPS-SCRIPT-MANIFEST-002 (113 passed).,,Keep mapped test refs current when script behavior changes.,2026-06-27
OPS-SCRIPT-106,scripts/prepare_github_release_plan.py,Release gates and handoff,prepare the GitHub release asset publication plan,,True,True,1,tests/test_prepare_github_release_plan.py,Retest passed,PASS: OPS-SCRIPT-MANIFEST-002 (113 passed).,,Keep mapped test refs current when script behavior changes.,2026-06-27
OPS-SCRIPT-107,scripts/public_beta_external_access_preflight.py,Release gates and handoff,run public beta external access preflight checks,,True,True,1,tests/test_public_beta_external_access_preflight.py,Retest passed,PASS: OPS-SCRIPT-MANIFEST-002 (113 passed).,Owner device/provider/RU-origin checks remain manual or access-blocked unless current evidence exists.,Keep mapped test refs current when script behavior changes.,2026-06-27
OPS-SCRIPT-108,scripts/public_beta_launch_decision.py,Release gates and handoff,build the public beta launch decision report,,True,True,1,tests/test_public_beta_launch_decision.py,Retest passed,PASS: OPS-SCRIPT-MANIFEST-002 (113 passed).,,Keep mapped test refs current when script behavior changes.,2026-06-27
OPS-SCRIPT-109,scripts/public_beta_post_deploy_probe.py,Release gates and handoff,probe post-deploy public beta surfaces,,True,True,1,tests/test_public_beta_post_deploy_probe.py,Retest passed,PASS: OPS-SCRIPT-MANIFEST-002 (113 passed).,Live deployment/provider checks require current deployed environment access.,Keep mapped test refs current when script behavior changes.,2026-06-27
OPS-SCRIPT-110,scripts/publish_github_release_assets.py,Release gates and handoff,publish verified GitHub release assets,,True,True,1,tests/test_publish_github_release_assets.py,Retest passed,PASS: OPS-SCRIPT-MANIFEST-002 (113 passed).,Actual publication requires GitHub auth and owner-approved release target.,Keep mapped test refs current when script behavior changes.,2026-06-27
OPS-SCRIPT-111,scripts/remote_apply_ru_bridge_relay.py,Remote deploy and node operations,apply or plan the RU bridge relay configuration,,True,True,1,tests/test_remote_apply_ru_bridge_relay.py,Retest passed,PASS: OPS-SCRIPT-MANIFEST-002 (113 passed).,Live SSH apply is owner/operator controlled; local tests use fake SSH/SFTP.,Keep mapped test refs current when script behavior changes.,2026-06-27
OPS-SCRIPT-112,scripts/remote_check_postgres.py,Remote diagnostics and maintenance,check PostgreSQL availability on brain,,True,True,1,tests/test_postgres_operator_scripts.py,Retest passed,PASS: OPS-SCRIPT-MANIFEST-002 (113 passed).,Live SSH execution requires current brain access.,Keep mapped test refs current when script behavior changes.,2026-06-27
OPS-SCRIPT-113,scripts/remote_check_subscription_interval.py,Remote diagnostics and maintenance,check subscription Profile-Update-Interval header from brain,,True,True,1,tests/test_postgres_operator_scripts.py,Retest passed,PASS: OPS-SCRIPT-MANIFEST-002 (113 passed).,Live SSH execution requires current brain access.,Keep mapped test refs current when script behavior changes.,2026-06-27
OPS-SCRIPT-114,scripts/remote_inspect_user.py,Manual user and subscription operations,inspect a user payment/support state snapshot on brain,,True,True,1,tests/test_postgres_operator_scripts.py,Retest passed,PASS: OPS-SCRIPT-MANIFEST-002 (113 passed).,Live SSH execution requires current brain access and a specific owner-approved tg-id.,Keep mapped test refs current when script behavior changes.,2026-06-27
OPS-SCRIPT-115,scripts/remote_install_portal_worker_service.py,Remote deploy and node operations,install and restart portal-worker.service on brain,,True,True,1,tests/test_postgres_operator_scripts.py,Retest passed,PASS: OPS-SCRIPT-MANIFEST-002 (113 passed).,Live SSH execution changes service state and requires explicit operator approval.,Keep mapped test refs current when script behavior changes.,2026-06-27
OPS-SCRIPT-116,scripts/remote_postgres_cutover.py,"Data, migration, and cleanup",perform remote PostgreSQL cutover on brain,,True,True,1,tests/test_postgres_operator_scripts.py,Retest passed,PASS: OPS-SCRIPT-MANIFEST-002 (113 passed).,Live execution changes database and services; local tests use fake SSH/SFTP only.,Keep mapped test refs current when script behavior changes.,2026-06-27
OPS-SCRIPT-117,scripts/remote_reconcile_payment.py,Manual user and subscription operations,manually reconcile a missing paid purchase,,True,True,1,tests/test_postgres_operator_scripts.py,Retest passed,PASS: OPS-SCRIPT-MANIFEST-002 (113 passed).,Live execution changes payment/account state and requires explicit owner approval.,Keep mapped test refs current when script behavior changes.,2026-06-27
OPS-SCRIPT-118,scripts/text_integrity.py,"Smoke, audit, and diagnostics",scan active text files for mojibake,,True,True,1,tests/test_frontend_text_integrity.py,Retest passed,PASS: OPS-SCRIPT-MANIFEST-002 (113 passed).,,Keep mapped test refs current when script behavior changes.,2026-06-27
OPS-SCRIPT-119,scripts/validate_android_physical_audit_evidence.py,Release gates and handoff,validate Android physical audit evidence payloads,,True,True,1,tests/test_validate_android_physical_audit_evidence.py,Retest passed,PASS: OPS-SCRIPT-MANIFEST-002 (113 passed).,Actual physical-device evidence collection remains an owner/operator test.,Keep mapped test refs current when script behavior changes.,2026-06-27
OPS-SCRIPT-120,scripts/generate_private_helper_coverage.py,"Smoke, audit, and diagnostics",regenerate the private-helper coverage matrix for Q-001,,True,True,1,tests/test_code_function_inventory.py,Retest passed,PASS: PRIVATE-HELPER-COVERAGE-001 (3 passed).,,Keep mapped test refs current when private-helper coverage generation changes.,2026-06-27
OPS-SCRIPT-121,scripts/generate_defect_fix_retest_ledger.py,"Smoke, audit, and diagnostics",regenerate the defect/fix/retest ledger,,True,True,1,tests/test_story_test_evidence_audit.py,Retest passed,PASS: DEFECT-FIX-RETEST-LEDGER-001 (targeted guards passed).,,Keep mapped test refs current when defect ledger generation changes.,2026-06-27
OPS-SCRIPT-122,scripts/remote_audit_inactive_users.py,Manual user and subscription operations,audit inactive users on brain without deleting them,,True,True,1,tests/test_postgres_operator_scripts.py,Retest passed,PASS: OWNER-Q004-ANSWERS-001 targeted/focused guards passed.,Live SSH execution reads production user state and requires owner-approved operator context.,Keep mapped test refs current when inactive-user audit behavior changes.,2026-06-28
OPS-SCRIPT-123,scripts/remote_cleanup_inactive_users.py,Manual user and subscription operations,clean up inactive users on brain with dry-run and explicit apply confirmation,,True,True,1,tests/test_postgres_operator_scripts.py,Retest passed,PASS: OWNER-Q004-ANSWERS-001 targeted/focused guards passed.,Live SSH execution can delete production users and requires owner approval plus confirmation phrase.,Keep mapped test refs current when inactive-user cleanup behavior changes.,2026-06-28
